provider,region,workload,phase,use_case,duration_median,duration_mean,duration_std,duration_var,compute_time_mean,download_time_mean,upload_time_mean,cold_mean,cost_sum,p50_ci_low,p50_ci_high,p95_ci_low,p95_ci_high
aws,eu,110,cold,256,1133.168,1134.2515132275132,50.80751366579637,2581.403444900085,,,,1.0,0.0,1122.288,1142.613,1206.43522,1234.0544
aws,eu,110,cold,512,827.6175000000001,827.7173105263157,34.64056739905481,1199.968909728459,,,,1.0,0.0,822.2468375,835.388725,875.4135999999999,902.6212999999999
aws,eu,110,cold,1024,712.8335,716.9401530612245,30.585568911800582,935.4770256585022,,,,1.0,0.0,709.3615,718.733,763.2405,788.285
aws,eu,110,cold,2048,660.96,664.1034108910891,32.15120830601542,1033.7001955367948,,,,1.0,0.0,656.3138749999999,665.8444999999999,709.223,736.6708
aws,eu,110,cold,3008,663.456,665.5521393034826,31.604022628622754,998.8142463104991,,,,1.0,0.0,657.472,669.011,708.397,733.843
aws,eu,110,warm,256,408.9625,408.3292628865979,17.275460910386272,298.44154966628406,,,,0.0,0.0,406.175,411.3173625,430.5441,447.70125
aws,eu,110,warm,512,411.475,410.95939698492464,17.259340560813218,297.88483659413237,,,,0.0,0.0,407.1,413.633,434.32379999999995,444.423
aws,eu,110,warm,1024,404.208,401.7491798941799,14.630645681691929,214.0557930632107,,,,0.0,0.0,401.132,406.222,418.43912,426.7154
aws,eu,110,warm,2048,409.05949999999996,407.80259042553195,13.976644642869863,195.34659547306282,,,,0.0,0.0,406.987975,410.1575,426.599,435.67545
aws,eu,110,warm,3008,409.23299999999995,410.4952,10.884644250620681,118.47548046256985,,,,0.0,0.0,407.689,410.927,424.69787375,434.815
aws,eu,120,cold,256,3864.792,3862.199532663317,277.0161141297799,76737.92748756325,195970.17085427136,0.0,235540.3015075377,1.0,0.0,3721.473,3941.283,4221.455599999999,4372.625
aws,eu,120,cold,512,2075.2219999999998,2076.413668367347,87.77484784879553,7704.423914879207,99265.77040816327,0.0,162401.83673469388,1.0,0.0,2055.6125,2095.7826875,2193.51225,2250.165
aws,eu,120,cold,1024,1367.3944999999999,1371.2121377551023,64.34636610636022,4140.454831093744,54780.857142857145,0.0,129663.77040816327,1.0,0.0,1359.1605,1375.2271375,1468.52875,1500.5120000000002
aws,eu,120,cold,2048,1162.576,1161.4580707070706,70.24383974258369,4934.19702178178,39345.767676767675,0.0,128203.50505050505,1.0,0.0,1153.503,1175.1064999999999,1256.8278999999998,1302.19965375
aws,eu,120,cold,3008,1157.139,1153.4173804878048,77.99348661386955,6082.983954187848,39482.34146341463,0.0,132183.33658536585,1.0,0.0,1142.433,1169.821,1266.63122,1295.3584
aws,eu,120,warm,256,732.3230000000001,732.7988711340206,34.81000660221883,1211.7365596465186,131977.52577319587,0.0,193740.03092783506,0.0,0.0,727.0625,740.0329,779.07697875,791.553
aws,eu,120,warm,512,618.7815,615.5701302083334,36.90540746922961,1362.0091004698688,63902.427083333336,0.0,141670.30208333334,0.0,0.0,613.273,623.5117875,664.166,692.8111999999999
aws,eu,120,warm,1024,573.093,576.8149492385787,34.804312659224934,1211.3401796810851,36930.21827411168,0.0,123438.37055837564,0.0,0.0,570.051,577.706,620.3232199999999,651.804
aws,eu,120,warm,2048,567.0445,568.1071075268818,38.46843868461025,1479.8207748316183,32673.41935483871,0.0,125713.79569892473,0.0,0.0,560.3534999999999,573.6925875,623.13289375,647.58015
aws,eu,120,warm,3008,566.667,569.6818359788359,32.40107327959622,1049.8295496697642,32494.386243386245,0.0,125536.68783068784,0.0,0.0,563.253,573.92,620.4024,639.1881999999999
aws,eu,220,cold,256,21828.957000000002,21889.65159139785,412.9196841826341,170502.66558548628,17366151.73655914,832701.5752688173,231656.6559139785,1.0,0.0,21790.0013125,21949.248750000002,22500.355,22666.261
aws,eu,220,cold,512,11223.6075,11184.82052688172,249.52698248445316,62263.71498779659,8635240.483870968,410369.82795698923,161933.52688172043,1.0,0.0,11176.489,11241.409525,11500.253,11587.559000000001
aws,eu,220,cold,1024,5898.869,5904.307151351351,126.28013786526542,15946.673219270442,4276549.297297297,206394.3837837838,98795.78378378379,1.0,0.0,5867.107,5918.71,6086.9538,6147.787265
aws,eu,220,cold,2048,3544.499,3566.09487434555,163.3783838241281,26692.496300984116,2210067.664921466,148704.13089005236,92520.3560209424,1.0,0.0,3524.672,3573.905,3826.573,3915.448
aws,eu,220,cold,3008,3031.132,3036.209722513089,144.12973385760725,20773.3801818647,1657064.7434554973,150149.75916230367,98384.58115183246,1.0,0.0,3012.508,3058.618,3257.2965000000004,3336.3215
aws,eu,220,warm,256,16598.720999999998,16644.506784999998,618.1603551511549,382122.224680602,15369732.715,624537.64,220818.455,0.0,0.0,16461.8008625,16762.356,17572.384382499997,17857.011
aws,eu,220,warm,512,8028.173,8028.827296482412,144.9044181077965,20997.290387159097,7142511.864321608,307612.26130653266,158822.87939698494,0.0,0.0,8000.427,8057.529,8213.758465,8285.9216
aws,eu,220,warm,1024,4229.353499999999,4236.955110465116,79.00582380513518,6241.920195128064,3549127.5988372094,180575.02906976745,100648.69767441861,0.0,0.0,4218.0805,4244.773,4348.23905,4400.307049999999
aws,eu,220,warm,2048,2423.1530000000002,2421.0146122448978,58.063059691698044,3371.31890076169,1765119.892857143,149776.5,89945.95918367348,0.0,0.0,2412.79605,2429.037,2497.967,2542.9215
aws,eu,220,warm,3008,1930.9425,1929.0017872340427,57.54061725998752,3310.922634660374,1258517.5372340425,154771.27659574468,102693.20212765958,0.0,0.0,1916.876,1939.350275,2016.333,2046.4049912500002
aws,eu,311,cold,256,9955.447,9982.442848958333,261.225273412224,68238.64346929117,3324610.0572916665,2688582.8958333335,693173.0625,1.0,0.0,9916.0975,9998.568675,10362.21,10554.967299999998
aws,eu,311,cold,512,5628.246,5641.883148148148,175.22486621997376,30703.753741807705,1627757.4338624338,1688332.7777777778,447119.49206349207,1.0,0.0,5604.096,5650.928275,5898.6888,6033.408
aws,eu,311,cold,1024,3981.12,3999.395529100529,192.66834651364942,37121.09174830369,790335.5185185185,1614240.1957671957,374773.1375661376,1.0,0.0,3949.345,4017.091,4258.6369,4395.974
aws,eu,311,cold,2048,3347.297,3357.118529100529,141.67741920023752,20072.491111239833,445649.6560846561,1582000.6402116402,329976.1216931217,1.0,0.0,3322.3665499999997,3375.046,3561.6016,3658.1478
aws,eu,311,cold,3008,3346.871,3356.3440162162165,169.51617574490962,28735.73383917908,437018.2324324324,1581167.4486486486,322883.72432432434,1.0,0.0,3320.818,3365.769175,3609.3086,3754.917
aws,eu,311,warm,256,6492.769,6512.888736842106,173.05702281047587,29948.733144025566,3079749.3736842107,2405135.994736842,608576.5315789473,0.0,0.0,6453.0875,6512.9530875,6800.88005,6862.64715
aws,eu,311,warm,512,3993.783,4010.6483266331657,126.14786658716736,15913.284244493774,1533358.2763819096,1634270.190954774,428864.4472361809,0.0,0.0,3974.457,4009.018,4208.4265,4300.7528999999995
aws,eu,311,warm,1024,3041.824,3061.408523316062,136.08377553999406,18518.793965219487,744355.7772020726,1555511.1088082902,351076.9222797927,0.0,0.0,3019.885,3059.91055,3280.8073999999997,3347.5321999999996
aws,eu,311,warm,2048,2680.4755,2689.573864583333,103.90874589831019,10797.027474159595,432716.4166666667,1533911.015625,311137.609375,0.0,0.0,2666.017,2696.1645,2839.106,2911.3416999999995
aws,eu,311,warm,3008,2626.7245000000003,2638.447436842105,109.94365307951864,12087.60685246955,404365.3842105263,1520609.494736842,308422.8210526316,0.0,0.0,2610.773,2643.76375,2800.25152625,2852.894
aws,us,110,cold,256,1131.108,1136.2510461538461,35.621757975728315,1268.9096412813637,,,,1.0,0.0,1124.347,1137.782,1191.4595,1218.401
aws,us,110,cold,512,833.596,837.003552763819,31.986698970924547,1023.1489110565454,,,,1.0,0.0,829.179925,841.734,880.148,906.098
aws,us,110,cold,1024,704.0305000000001,706.6560714285714,24.538738491492317,602.1496867538466,,,,1.0,0.0,700.146,709.3610375000001,744.029,757.569
aws,us,110,cold,2048,664.976,666.0089748743718,22.329063481570625,498.58707596401086,,,,1.0,0.0,661.796,667.647,693.4927049999999,713.598
aws,us,110,cold,3008,657.303,659.8727609756097,22.21858394665482,493.6654725945473,,,,1.0,0.0,655.098,662.325,691.615725,701.6032
aws,us,110,warm,256,603.677,603.471896373057,32.637160076418844,1065.1842178537881,,,,0.0,0.0,597.996,610.052,648.411,666.0098349999995
aws,us,110,warm,512,646.4765,679.7259951923078,100.6138995857442,10123.156789850218,,,,0.0,0.0,624.6445,714.7170000000001,806.4478037499999,913.4228999999983
aws,us,110,warm,1024,618.173,655.3287389162562,85.72705382567116,7349.127757629521,,,,0.0,0.0,608.925,638.336,773.6999999999999,814.4692999999999
aws,us,110,warm,2048,607.6695,604.004329787234,34.730385579801386,1206.1996825216759,,,,0.0,0.0,600.847,610.698,644.374,687.437
aws,us,110,warm,3008,637.193,682.1597330097087,93.72488911490665,8784.354839601547,,,,0.0,0.0,627.226,736.777,810.374,844.62525
aws,us,120,cold,256,3636.9539999999997,3648.753370967742,127.94875032275048,16370.882709153542,195610.35483870967,0.0,220400.36559139786,1.0,0.0,3613.6749,3669.788,3835.32,3882.96275
aws,us,120,cold,512,2060.049,2062.1969481865285,69.16864165782768,4784.300988788974,97929.09844559585,0.0,154455.40414507771,1.0,0.0,2049.205,2068.225,2151.3237999999997,2193.94
aws,us,120,cold,1024,1371.4415,1372.2205531914894,63.20166041227727,3994.4498788688156,56300.15957446808,0.0,117925.37765957447,1.0,0.0,1357.214,1382.0422625,1462.57015125,1518.9904000000001
aws,us,120,cold,2048,1143.897,1142.3641835748792,63.686222138138085,4055.9348902282695,40567.85507246377,0.0,124330.68115942029,1.0,0.0,1129.913,1157.048,1234.488,1272.6733
aws,us,120,cold,3008,1131.8000000000002,1133.686244897959,53.62741910045283,2875.9000793756136,39753.09693877551,0.0,116385.13775510204,1.0,0.0,1122.7915,1143.5895,1209.233,1246.717
aws,us,120,warm,256,725.358,725.3723264248705,32.98038384233398,1087.705718387684,128081.66839378238,0.0,184585.15025906736,0.0,0.0,720.219,732.789725,769.2545999999999,790.1862
aws,us,120,warm,512,609.97,611.4197346938776,37.67304177642451,1419.2580766882263,63475.84693877551,0.0,137770.26020408163,0.0,0.0,605.4742875000001,616.944,662.294525,687.143
aws,us,120,warm,1024,564.723,565.4909536082474,31.46849701126661,990.2663041480956,37040.69587628866,0.0,114718.206185567,0.0,0.0,561.054,568.8800624999999,605.058,635.439
aws,us,120,warm,2048,556.708,560.6008716577539,37.821723261044745,1430.482750435053,33583.97326203209,0.0,110548.95721925133,0.0,0.0,550.592,562.0799000000001,614.5992699999999,650.0567774999996
aws,us,120,warm,3008,557.885,556.1417179487179,31.078354634389186,965.8641267808598,33058.14358974359,0.0,109949.3641025641,0.0,0.0,552.211,562.915,601.6554575,616.1801
aws,us,220,cold,256,21910.5495,21930.916510752686,491.2342283840112,241311.0671360349,17329592.32795699,837093.7634408602,238523.96774193548,1.0,0.0,21849.1471,22004.305325,22600.513,22901.935999999998
aws,us,220,cold,512,11225.532500000001,11225.993594736841,284.3595774293859,80860.36927581894,8660363.842105264,412033.4052631579,174806.16315789474,1.0,0.0,11178.259,11299.3171375,11592.239685,11716.415
aws,us,220,cold,1024,5937.436,5946.624794871795,185.2274343462207,34309.2024344835,4277476.892307692,213456.21025641027,121475.2564102564,1.0,0.0,5904.447,5955.455,6217.411,6293.8115
aws,us,220,cold,2048,3619.569,3621.1689358288772,167.82268020589615,28164.45199149049,2207257.1550802137,150160.35828877005,123640.77005347594,1.0,0.0,3591.403,3644.857125,3858.07,3934.991105
aws,us,220,cold,3008,3046.4155,3047.8321894736846,149.7747515117562,22432.476190408317,1646366.7,149352.0894736842,121806.08947368422,1.0,0.0,3022.379,3064.015175,3256.3453,3343.836
aws,us,220,warm,256,16892.678,16913.926375000003,600.9528870201541,361144.37241785805,15619046.88125,638133.56875,230891.53125,0.0,0.0,16722.6560875,17026.18595,17648.797675,18110.05525
aws,us,220,warm,512,8098.411,8093.098326530613,130.2596118069918,16967.566468108198,7196187.530612245,309598.9387755102,171380.43367346938,0.0,0.0,8075.36,8114.2942875,8275.7395,8362.558
aws,us,220,warm,1024,4222.065,4220.319177664975,89.36256246116977,7985.667569626468,3518099.8020304567,178436.5076142132,116460.8578680203,0.0,0.0,4210.267,4238.622,4330.547,4383.831
aws,us,220,warm,2048,2464.4610000000002,2469.324649484536,73.63449914174576,5422.039463855757,1777562.231958763,157496.5206185567,122391.48453608247,0.0,0.0,2456.87725,2478.893875,2575.6511,2615.64435
aws,us,220,warm,3008,1946.369,1954.9096612021858,80.76008396237508,6522.191161609871,1266990.043715847,157166.11475409835,118285.16393442624,0.0,0.0,1932.992,1957.933,2083.4799,2146.5822000000003
aws,us,311,cold,256,9999.433,10001.179457894737,268.99474893768576,72358.17495604859,3329316.236842105,2688566.8842105265,711001.2789473684,1.0,0.0,9920.313,10050.903999999999,10383.32655,10573.12445
aws,us,311,cold,512,5551.337,5549.01262566845,131.19092342804097,17211.058389902108,1617686.2245989305,1656409.2673796793,443538.53475935827,1.0,0.0,5526.549,5573.833525,5703.545,5830.314
aws,us,311,cold,1024,3888.584,3884.7950680628273,127.38397539433196,16226.67718726377,784218.4712041885,1564979.3193717278,344725.29319371725,1.0,0.0,3852.893,3906.314,4056.8109999999997,4178.0775
aws,us,311,cold,2048,3271.181,3280.9945820105822,103.1902595155836,10648.229658893493,445542.1957671958,1537601.148148148,312856.67195767193,1.0,0.0,3257.223,3284.684,3440.23,3502.6097999999997
aws,us,311,cold,3008,3265.986,3269.5513031914893,118.0765206990091,13942.064740383525,433206.4840425532,1542182.920212766,319151.03723404254,1.0,0.0,3236.729,3286.811,3421.657,3518.432
aws,us,311,warm,256,6536.0175,6526.903612745098,156.5271592998946,24500.751598494586,3065624.4509803923,2416009.406862745,633857.0098039216,0.0,0.0,6507.0118250000005,6556.5219875,6732.668,6819.771
aws,us,311,warm,512,3926.8765,3944.2361614583333,107.6555928878842,11589.726680041864,1526104.8072916667,1594847.3229166667,405986.671875,0.0,0.0,3915.577,3952.4818125,4112.33718125,4187.11175
aws,us,311,warm,1024,2993.493,2987.4694354838707,89.31855513620982,7977.804291620155,734110.6129032258,1518545.0107526882,321211.17204301077,0.0,0.0,2978.246,3008.451825,3107.478525,3162.917
aws,us,311,warm,2048,2653.893,2657.172502702703,83.77017207171816,7017.441728925271,423511.84864864865,1524495.518918919,299279.9027027027,0.0,0.0,2640.648,2670.6774250000003,2772.2735999999995,2859.443
aws,us,311,warm,3008,2627.318,2634.3335240641713,84.37792361547754,7119.633993659362,417460.44919786096,1510570.0748663102,300824.5882352941,0.0,0.0,2613.9,2641.673,2754.3437,2836.0082
